GeneId	GeneName	RxnId	RxnName	RxnEqn
YALI0D00495g	YGL001C	y001101	4-aminobutyrate transport	gamma-aminobutyrate[e] + H+[e] --> gamma-aminobutyrate[c] + H+[c]
YALI0D00495g	YGL001C	y001104	8-Amino-7-oxononanoate transport	8-amino-7-oxononanoate[e] + H+[e] <=> 8-amino-7-oxononanoate[c] + H+[c]
YALI0D00583g	YGL008C	y001086	V-ATPase, vacuole	ATP[c] + H+[c] + H2O[c] --> ADP[c] + 2.0 H+[v] + phosphate[c]
YALI0D00583g	YGL008C	y001085	V-ATPase, Golgi	ATP[c] + H+[c] + H2O[c] --> ADP[c] + 2.0 H+[g] + phosphate[c]
YALI0D00605g	YGL009C	y000815	O-succinylhomoserine lyase (L-cysteine)	L-cysteine[c] + O-succinyl-L-homoserine[c] <=> H+[c] + L-cystathionine[c] + succinate[c]
YALI0D00605g	YGL009C	y000310	cystathionine g-lyase	H2O[c] + L-cystathionine[c] --> 2-oxobutanoate[c] + ammonium[c] + L-cysteine[c]
YALI0D00605g	YGL009C	y000308	cystathionine b-lyase	H2O[c] + L-cystathionine[c] --> ammonium[c] + L-homocysteine[c] + pyruvate[c]
YALI0D01089g	YGL012W	y000546	homoserine dehydrogenase (NADH)	H+[c] + L-aspartate 4-semialdehyde[c] + NADH[c] --> L-homoserine[c] + NAD[c]
YALI0D01089g	YGL012W	y000547	homoserine dehydrogenase (NADP)	H+[c] + L-aspartate 4-semialdehyde[c] + NADPH[c] --> L-homoserine[c] + NADP(+)[c]
YALI0D01265g	YGL026C	y000029	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	(2S)-2-isopropyl-3-oxosuccinate[c] + H+[c] --> 4-methyl-2-oxopentanoate[c] + carbon dioxide[c]
YALI0D01265g	YGL026C	y000664	isoleucine transaminase	2-oxoglutarate[m] + L-isoleucine[m] <=> (S)-3-methyl-2-oxopentanoate[m] + L-glutamate[m]
YALI0D01265g	YGL026C	y000663	isoleucine transaminase	2-oxoglutarate[c] + L-isoleucine[c] <=> (S)-3-methyl-2-oxopentanoate[c] + L-glutamate[c]
YALI0D01265g	YGL026C	y000700	leucine transaminase	2-oxoglutarate[m] + L-leucine[m] <=> 4-methyl-2-oxopentanoate[m] + L-glutamate[m]
YALI0D01265g	YGL026C	y000699	leucine transaminase	2-oxoglutarate[c] + L-leucine[c] <=> 4-methyl-2-oxopentanoate[c] + L-glutamate[c]
YALI0D01265g	YGL026C	y001087	valine transaminase	2-oxoglutarate[c] + L-valine[c] <=> 3-methyl-2-oxobutanoate[c] + L-glutamate[c]
YALI0D01265g	YGL026C	y001088	valine transaminase, mitochondiral	2-oxoglutarate[m] + L-valine[m] <=> 3-methyl-2-oxobutanoate[m] + L-glutamate[m]
YALI0D01265g	YGL026C	y000030	2-oxo-4-methyl-3-carboxypentanoate decarboxylation	(2S)-2-isopropyl-3-oxosuccinate[m] + H+[m] --> 4-methyl-2-oxopentanoate[m] + carbon dioxide[m]
YALI0D01309g	YGL037C	y000084	5-formethyltetrahydrofolate cyclo-ligase	5-formyltetrahydrofolic acid[c] + ATP[c] --> 5,10-methenyl-THF[c] + ADP[c] + phosphate[c]
YALI0D01694g	YGL040C	y002303	2,4-dienoyl-CoA reductase (trans-2,trans-4-dodecadienoyl-CoA)	H+[p] + NADPH[p] + trans-2,trans-4-dodecadienoyl-CoA[p] --> NADP(+)[p] + trans-dodec-3-enoyl-CoA[p]
YALI0D01694g	YGL040C	y002304	2,4-dienoyl-CoA reductase (trans-2,trans-4-tetradecadienoyl-CoA)	H+[p] + NADPH[p] + trans-2,trans-4-tetradecadienoyl-CoA[p] --> NADP(+)[p] + trans-tetradec-3-enoyl-CoA[p]
YALI0D02497g	YGL055W	y000693	L-threonine deaminase	L-threonine[m] --> 2-oxobutanoate[m] + ammonium[m]
YALI0D02629g	YGL067W	y001099	2-oxoadipate and 2-oxoglutarate transport	2-oxoadipic acid[m] + 2-oxoglutarate[c] <=> 2-oxoadipic acid[c] + 2-oxoglutarate[m]
YALI0D02629g	YGL067W	y002132	oxoglutarate/malate exchange	(S)-malate[c] + 2-oxoglutarate[m] --> (S)-malate[m] + 2-oxoglutarate[c]
YALI0D03069g	YGL077C	y200014	empty	5,10-methenyl-THF[c] + 5-phospho-ribosyl-glycineamide[c] + H2O[c] --> 5'-phosphoribosyl-N-formylglycineamide[c] + 2.0 H+[c] + THF[c]
YALI0D03069g	YGL077C	y000499	glycinamide ribotide transformylase	10-formyl-THF[c] + 5-phospho-ribosyl-glycineamide[c] --> 5'-phosphoribosyl-N-formylglycineamide[c] + H+[c] + THF[c]
YALI0D03135g	YGL080W	y000096	acetohydroxy acid isomeroreductase	2-acetyllactic acid[m] + H+[m] + NADPH[m] --> (R)-2,3-dihydroxy-3-methylbutanoate[m] + NADP(+)[m]
YALI0D03135g	YGL080W	y000669	ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate)	(S)-2-acetyl-2-hydroxybutanoate[m] + H+[m] + NADPH[m] --> (2R,3R)-2,3-dihydroxy-3-methylpentanoate[m] + NADP(+)[m]
YALI0D03480g	YGL084C	y000879	phosphatidylserine decarboxylase	phosphatidyl-L-serine[vm] + H+[vm] --> phosphatidylethanolamine[vm] + carbon dioxide[vm]
YALI0D03480g	YGL084C	y000878	phosphatidylserine decarboxylase	phosphatidyl-L-serine[gm] + H+[gm] --> phosphatidylethanolamine[gm] + carbon dioxide[gm]
YALI0D03619g	YGL119W	y000730	methionyl-tRNA synthetase	ATP[m] + L-methionine[m] + tRNA(Met), mitchondrial[m] --> AMP[m] + diphosphate[m] + Met-tRNA(Met)[m]
YALI0D04202g	YGL125W	y000522	GPI-anchor assembly, step 8	6-O-{alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum][er] + dolichyl D-mannosyl phosphate[er] <=> 6-O-{alpha-D-mannosyl-(1-2)-alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol [endoplasmic reticulum][er]
YALI0D04246g	YGL142C	y002223	fatty acyl-CoA transport via ABC system (C18:0)	ATP[c] + H2O[c] + stearoyl-CoA[c] --> ADP[c] + H+[c] + phosphate[c] + stearoyl-CoA[p]
YALI0D04246g	YGL142C	y002219	fatty acyl-CoA transport via ABC system (C12:0)	ATP[c] + H2O[c] + lauroyl-CoA[c] --> ADP[c] + H+[c] + lauroyl-CoA[p] + phosphate[c]
YALI0D04246g	YGL142C	y300014	fatty acyl-CoA transport via ABC system (C18:2)	linoleoyl-CoA[c] + ATP[c] + H2O[c] --> linoleoyl-CoA[p] + ADP[c] + H+[c] + phosphate[c]
YALI0D04246g	YGL142C	y002220	fatty acyl-CoA transport via ABC system (C14:0)	ATP[c] + H2O[c] + myristoyl-CoA[c] --> ADP[c] + H+[c] + myristoyl-CoA[p] + phosphate[c]
YALI0D04246g	YGL142C	y002224	fatty acyl-CoA transport via ABC system (C18:1)	ATP[c] + H2O[c] + oleoyl-CoA[c] --> ADP[c] + H+[c] + oleoyl-CoA[p] + phosphate[c]
YALI0D04246g	YGL142C	y002221	fatty acyl-CoA transport via ABC system (C16:0)	ATP[c] + H2O[c] + palmitoyl-CoA[c] --> ADP[c] + H+[c] + palmitoyl-CoA[p] + phosphate[c]
YALI0D04246g	YGL142C	y002225	fatty acyl-CoA transport via ABC system (C20:0)	ATP[c] + H2O[c] + icosanoyl-CoA[c] --> ADP[c] + H+[c] + phosphate[c] + icosanoyl-CoA[p]
YALI0D04246g	YGL142C	y002226	fatty acyl-CoA transport via ABC system (C22:0)	ATP[c] + H2O[c] + docosanoyl-CoA[c] --> ADP[c] + H+[c] + phosphate[c] + docosanoyl-CoA[p]
YALI0D04246g	YGL142C	y002227	fatty acyl-CoA transport via ABC system (C24:0)	ATP[c] + H2O[c] + tetracosanoyl-CoA[c] --> ADP[c] + H+[c] + phosphate[c] + tetracosanoyl-CoA[p]
YALI0D04246g	YGL142C	y002228	fatty acyl-CoA transport via ABC system (C26:0)	ATP[c] + H2O[c] + hexacosanoyl-CoA[c] --> ADP[c] + H+[c] + hexacosanoyl-CoA[p] + phosphate[c]
YALI0D04246g	YGL142C	y002222	fatty acyl-CoA transport via ABC system (C16:1)	ATP[c] + H2O[c] + palmitoleoyl-CoA[c] --> ADP[c] + H+[c] + phosphate[c] + palmitoleoyl-CoA[p]
YALI0D04378g	YGL148W	y000757	myo-inositol 1-phosphatase	1D-myo-inositol 1-phosphate[c] + H2O[c] --> myo-inositol[c] + phosphate[c]
YALI0D04741g	YGL154C	y000668	itaconate-CoA ligase (ADP-forming)	ATP[m] + coenzyme A[m] + itaconate[m] <=> ADP[m] + itaconyl-CoA[m] + phosphate[m]
YALI0D04741g	YGL154C	y001022	succinate-CoA ligase (ADP-forming)	ADP[m] + phosphate[m] + succinyl-CoA[m] --> ATP[m] + coenzyme A[m] + succinate[m]
YALI0D05621g	YGL184C	y001272	uracil transport	H+[e] + uracil[e] --> H+[c] + uracil[c]
YALI0D05621g	YGL184C	y001274	uridine transport	H+[e] + uridine[e] --> H+[c] + uridine[c]
YALI0D05621g	YGL184C	y001114	allantoin uniport	allantoin[e] --> allantoin[c]
YALI0D05797g	YGL186C	y000139	adenine phosphoribosyltransferase	adenine[c] + PRPP[c] --> AMP[c] + diphosphate[c]
YALI0D05929g	YGL187C	y002146	3-oxoacyl-ACP reductase (3-hydroxyhexanoyl-ACP)	H+[m] + NADPH[m] + 3-oxo-hexanoyl-ACP[m] --> NADP(+)[m] + 3-hydroxyhexanoyl-ACP[m]
YALI0D05929g	YGL187C	y002145	3-oxoacyl-ACP reductase (3-hydroxybutanoyl-ACP)	H+[m] + NADPH[m] + acetoacetyl-ACP[m] --> NADP(+)[m] + 3-hydroxybutanoyl-ACP[m]
YALI0D05929g	YGL187C	y002147	3-oxoacyl-ACP reductase (3-hydroxyoctanoyl-ACP)	H+[m] + NADPH[m] + 3-oxo-octanoyl-ACP[m] --> NADP(+)[m] + 3-hydroxyoctanoyl-ACP[m]
YALI0D06303g	YGL191W	y000658	isocitrate dehydrogenase (NAD+)	isocitrate[m] + NAD[m] --> 2-oxoglutarate[m] + carbon dioxide[m] + NADH[m]
YALI0D06325g	YGL202W	y000674	L-alanine transaminase	2-oxoglutarate[m] + L-alanine[m] <=> L-glutamate[m] + pyruvate[m]
YALI0D06501g	YGL205W	y000015	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH)	2,5-diamino-4-hydroxy-6-(5-phosphoribosylamino)pyrimidine[c] + H+[c] + NADPH[c] --> 2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone[c] + NADP(+)[c]
YALI0D06930g	YGL224C	y000567	indole-3-pyruvate decarboxylase	H+[c] + indole-3-pyruvate[c] --> carbon dioxide[c] + indol-3-ylacetaldehyde[c]
YALI0D06930g	YGL224C	y000062	3-methyl-2-oxobutanoate decarboxylase	3-methyl-2-oxobutanoate[c] + H+[c] --> carbon dioxide[c] + isobutyraldehyde[c]
YALI0D06930g	YGL224C	y000064	3-methyl-2-oxopentanoate decarboxylase	(S)-3-methyl-2-oxopentanoate[c] + H+[c] --> 2-methylbutanal[c] + carbon dioxide[c]
YALI0D06930g	YGL224C	y000095	acetaldehyde condensation	2.0 acetaldehyde[c] --> (R)-acetoin[c]
YALI0D06930g	YGL224C	y000854	phenylpyruvate decarboxylase	H+[c] + keto-phenylpyruvate[c] --> carbon dioxide[c] + phenylacetaldehyde[c]
YALI0D06930g	YGL224C	y000960	pyruvate decarboxylase (acetoin-forming)	acetaldehyde[c] + H+[c] + pyruvate[c] --> (R)-acetoin[c] + carbon dioxide[c]
YALI0D06930g	YGL224C	y000959	pyruvate decarboxylase	H+[c] + pyruvate[c] --> acetaldehyde[c] + carbon dioxide[c]
YALI0D06974g	YGL234W	y000554	hydroxyacylglutathione hydrolase	(R)-S-lactoylglutathione[m] + H2O[m] --> (R)-lactate[m] + glutathione[m] + H+[m]
YALI0D06974g	YGL234W	y000553	hydroxyacylglutathione hydrolase	(R)-S-lactoylglutathione[c] + H2O[c] --> (R)-lactate[c] + glutathione[c] + H+[c]
YALI0D07062g	YGL245W	y000688	L-lactaldehyde:NADP+ 1-oxidoreductase	H+[c] + methylglyoxal[c] + NADPH[c] --> (S)-lactaldehyde[c] + NADP(+)[c]
YALI0D07370g	YGL248W	y000362	dolichyl-phosphate-mannose--protein mannosyltransferase	dolichyl D-mannosyl phosphate[er] --> dolichyl phosphate[er] + H+[er] + mannan[er]
YALI0D07370g	YGL248W	y000214	aspartate carbamoyltransferase	carbamoyl phosphate[c] + L-aspartate[c] --> H+[c] + N-carbamoyl-L-aspartate[c] + phosphate[c]
YALI0D07370g	YGL248W	y000250	carbamoyl-phosphate synthase (glutamine-hydrolysing)	2.0 ATP[c] + bicarbonate[c] + H2O[c] + L-glutamine[c] --> 2.0 ADP[c] + carbamoyl phosphate[c] + 2.0 H+[c] + L-glutamate[c] + phosphate[c]
YALI0D07392g	YGR007W	y001133	cytosine transport	cytosine[e] + H+[e] --> cytosine[c] + H+[c]
YALI0D07392g	YGR007W	y001108	adenine transport	adenine[e] + H+[e] --> adenine[c] + H+[c]
YALI0D07392g	YGR007W	y001176	guanine transport	guanine[e] + H+[e] <=> guanine[c] + H+[c]
YALI0D07392g	YGR007W	y001253	pyridoxine symport	H+[e] + pyridoxine[e] <=> H+[c] + pyridoxine[c]
YALI0D08514g	YGR010W	y000880	PS synthase	CDP-diacylglycerol[erm] + L-serine[erm] --> H+[erm] + CMP[erm] + phosphatidyl-L-serine[erm]
YALI0D08778g	YGR020C	y000688	L-lactaldehyde:NADP+ 1-oxidoreductase	H+[c] + methylglyoxal[c] + NADPH[c] --> (S)-lactaldehyde[c] + NADP(+)[c]
YALI0D09229g	YGR032W	y002126	sedoheptulose bisphosphatase	sedoheptulose 1,7-bisphosphate[c] --> phosphate[c] + sedoheptulose 7-phosphate[c]
YALI0D09273g	YGR055W	y000437	ferrocytochrome-c:hydrogen-peroxide oxidoreductase	2.0 ferrocytochrome c[m] + hydrogen peroxide[m] --> 2.0 ferricytochrome c[m] + 2.0 H2O[m]
YALI0D09273g	YGR055W	y000001	(R)-lactate:ferricytochrome-c 2-oxidoreductase	(R)-lactate[c] + 2.0 ferricytochrome c[m] --> 2.0 ferrocytochrome c[m] + pyruvate[c]
YALI0D09273g	YGR055W	y000002	(R)-lactate:ferricytochrome-c 2-oxidoreductase	(R)-lactate[m] + 2.0 ferricytochrome c[m] --> 2.0 ferrocytochrome c[m] + pyruvate[m]
YALI0D09273g	YGR055W	y000438	ferrocytochrome-c:oxygen oxidoreductase	ferrocytochrome c[m] + 1.266 H+[m] + 0.25 oxygen[m] --> ferricytochrome c[m] + 0.633 H+[c] + 0.5 H2O[m]
YALI0D09273g	YGR055W	y000439	ubiquinol:ferricytochrome c reductase	2.0 ferricytochrome c[m] + 1.266 H+[m] + ubiquinol-6[m] --> 2.0 ferrocytochrome c[m] + 2.532 H+[c] + ubiquinone-6[m]
YALI0D09273g	YGR055W	y000004	(S)-lactate:ferricytochrome-c 2-oxidoreductase	(S)-lactate[c] + 2.0 ferricytochrome c[m] --> 2.0 ferrocytochrome c[m] + pyruvate[c]
YALI0D09361g	YGR061C	y000303	citrate to cis-aconitate(3-), cytoplasmic	citrate[c] <=> cis-aconitate[c] + H2O[c]
YALI0D09361g	YGR061C	y000280	cis-aconitate(3-) to isocitrate	cis-aconitate[m] + H2O[m] <=> isocitrate[m]
YALI0D09361g	YGR061C	y002305	cis-aconitate(3-) to isocitrate	cis-aconitate[c] + H2O[c] <=> isocitrate[c]
YALI0D09361g	YGR061C	y000302	citrate to cis-aconitate(3-)	citrate[m] <=> cis-aconitate[m] + H2O[m]
YALI0D09867g	YGR087C	y000671	kynurenine 3-monooxygenase	H+[c] + L-kynurenine[c] + NADPH[c] + oxygen[c] --> 3-hydroxy-L-kynurenine[c] + H2O[c] + NADP(+)[c]
YALI0D10131g	YGR088W	y000567	indole-3-pyruvate decarboxylase	H+[c] + indole-3-pyruvate[c] --> carbon dioxide[c] + indol-3-ylacetaldehyde[c]
YALI0D10131g	YGR088W	y000062	3-methyl-2-oxobutanoate decarboxylase	3-methyl-2-oxobutanoate[c] + H+[c] --> carbon dioxide[c] + isobutyraldehyde[c]
YALI0D10131g	YGR088W	y000095	acetaldehyde condensation	2.0 acetaldehyde[c] --> (R)-acetoin[c]
YALI0D10131g	YGR088W	y000064	3-methyl-2-oxopentanoate decarboxylase	(S)-3-methyl-2-oxopentanoate[c] + H+[c] --> 2-methylbutanal[c] + carbon dioxide[c]
YALI0D10131g	YGR088W	y000072	4-methyl-2-oxopentanoate decarboxylase	4-methyl-2-oxopentanoate[c] + H+[c] --> 3-methylbutanal[c] + carbon dioxide[c]
YALI0D10131g	YGR088W	y000960	pyruvate decarboxylase (acetoin-forming)	acetaldehyde[c] + H+[c] + pyruvate[c] --> (R)-acetoin[c] + carbon dioxide[c]
YALI0D10131g	YGR088W	y000959	pyruvate decarboxylase	H+[c] + pyruvate[c] --> acetaldehyde[c] + carbon dioxide[c]
YALI0D10593g	YGR094W	y000545	homoisocitrate dehydrogenase	homoisocitrate[m] + NAD[m] --> 2-oxoadipic acid[m] + carbon dioxide[m] + H+[m] + NADH[m]
YALI0D11110g	YGR096W	y000566	indole-3-glycerol-phosphate synthase	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate[c] + H+[c] --> 1-C-(indol-3-yl)glycerol 3-phosphate[c] + carbon dioxide[c] + H2O[c]
YALI0D11110g	YGR096W	y000203	anthranilate synthase	chorismate[c] + L-glutamine[c] --> anthranilate[c] + H+[c] + L-glutamate[c] + pyruvate[c]
YALI0D11176g	YGR110W	y001027	sulfite reductase (NADPH2)	5.0 H+[c] + 3.0 NADPH[c] + sulphite[c] --> 3.0 H2O[c] + hydrogen sulfide[c] + 3.0 NADP(+)[c]
YALI0D11374g	YGR121C	y001021	succinate dehydrogenase (ubiquinone-6)	succinate[m] + ubiquinone-6[m] <=> fumarate[m] + ubiquinol-6[m]
YALI0D11616g	YGR124W	y000688	L-lactaldehyde:NADP+ 1-oxidoreductase	H+[c] + methylglyoxal[c] + NADPH[c] --> (S)-lactaldehyde[c] + NADP(+)[c]
YALI0D11704g	YGR138C	y000215	aspartate kinase	ATP[c] + L-aspartate[c] --> 4-phospho-L-aspartate[c] + ADP[c]
YALI0D11814g	YGR143W	y000226	ATP synthase	ADP[m] + 3.0 H+[c] + phosphate[m] --> ATP[m] + 2.0 H+[m] + H2O[m]
YALI0D11836g	YGR155W	y001189	L-aspartate transport	H+[v] + L-aspartate[v] --> H+[c] + L-aspartate[c]
YALI0D11836g	YGR155W	y001195	L-glutamate transport	H+[v] + L-glutamate[v] --> H+[c] + L-glutamate[c]
YALI0D12386g	YGR157W	y000688	L-lactaldehyde:NADP+ 1-oxidoreductase	H+[c] + methylglyoxal[c] + NADPH[c] --> (S)-lactaldehyde[c] + NADP(+)[c]
YALI0D12584g	YGR170W	y000226	ATP synthase	ADP[m] + 3.0 H+[c] + phosphate[m] --> ATP[m] + 2.0 H+[m] + H2O[m]
YALI0D13596g	YGR171C	y000219	aspartate-semialdehyde dehydrogenase	4-phospho-L-aspartate[c] + H+[c] + NADPH[c] --> L-aspartate 4-semialdehyde[c] + NADP(+)[c] + phosphate[c]
YALI0D14322g	YGR175C	y000954	pyridoxamine 5'-phosphate oxidase	H2O[c] + oxygen[c] + pyridoxamine 5'-phosphate[c] --> ammonium[c] + hydrogen peroxide[c] + pyridoxal 5'-phosphate[c]
YALI0D14322g	YGR175C	y000955	pyridoxine 5'-phosphate oxidase	oxygen[c] + pyridoxine 5'-phosphate[c] <=> hydrogen peroxide[c] + pyridoxal 5'-phosphate[c]
YALI0D14322g	YGR175C	y000956	pyridoxine oxidase	oxygen[c] + pyridoxine[c] --> hydrogen peroxide[c] + pyridoxal[c]
YALI0D14322g	YGR175C	y000953	pyridoxal oxidase	ammonium[c] + 2.0 H2O[c] + 0.5 oxygen[c] + pyridoxal[c] --> 2.0 hydrogen peroxide[c] + pyridoxamine[c]
YALI0D14476g	YGR183C	y000195	alpha,alpha-trehalose-phosphate synthase (UDP-forming)	D-glucose 6-phosphate[c] + UDP-D-glucose[c] --> alpha,alpha-trehalose 6-phosphate[c] + H+[c] + UDP[c]
YALI0D14476g	YGR183C	y001051	trehalose-phosphatase	alpha,alpha-trehalose 6-phosphate[c] + H2O[c] --> phosphate[c] + trehalose[c]
YALI0D14762g	YGR185C	y000249	CAAX farnesyltransferase	4-hydroxybenzoate[c] + nonaprenyl diphosphate[c] <=> diphosphate[c] + 2.0 H+[c] + nonaprenyl 4-hydroxybenzoate[c]
YALI0D14894g	YGR192C	y000816	ornithine carbamoyltransferase	carbamoyl phosphate[c] + ornithine[c] --> H+[c] + L-citrulline[c] + phosphate[c]
YALI0D15268g	YGR193C	y000313	cysteinyl-tRNA synthetase	ATP[c] + L-cysteine[c] + tRNA(Cys)[c] --> AMP[c] + Cys-tRNA(Cys)[c] + diphosphate[c]
YALI0D15400g	YGR194C	y000229	biotin synthase	dethiobiotin[c] + polysulphur[c] <=> biotin[c] + 2.0 H+[c]
YALI0D15422g	YGR202C	y001190	L-aspartate transport	H+[e] + L-aspartate[e] <=> H+[c] + L-aspartate[c]
YALI0D15422g	YGR202C	y001183	L-alanine transport	H+[e] + L-alanine[e] <=> H+[c] + L-alanine[c]
YALI0D15422g	YGR202C	y001217	L-serine transport	H+[e] + L-serine[e] <=> H+[c] + L-serine[c]
YALI0D15422g	YGR202C	y001173	glycine transport	H+[e] + L-glycine[e] <=> H+[c] + L-glycine[c]
YALI0D15422g	YGR202C	y001199	L-glutamine transport	H+[e] + L-glutamine[e] <=> H+[c] + L-glutamine[c]
YALI0D15422g	YGR202C	y001186	L-asparagine transport	H+[e] + L-asparagine[e] <=> H+[c] + L-asparagine[c]
YALI0D15422g	YGR202C	y001216	L-proline transport	H+[e] + L-proline[e] <=> H+[c] + L-proline[c]
YALI0D15422g	YGR202C	y001101	4-aminobutyrate transport	gamma-aminobutyrate[e] + H+[e] --> gamma-aminobutyrate[c] + H+[c]
YALI0D15422g	YGR202C	y001196	L-glutamate transport	H+[e] + L-glutamate[e] <=> H+[c] + L-glutamate[c]
YALI0D15598g	YGR208W	y000194	alpha,alpha-trehalase	H2O[c] + trehalose[c] --> 2.0 D-glucose[c]
YALI0D16269g	YGR209C	y000067	4-aminobenzoate synthase	4-amino-4-deoxychorismate[c] --> 4-aminobenzoate[c] + H+[c] + pyruvate[c]
YALI0D16357g	YGR240C	y000887	phosphofructokinase (s7p)	ATP[c] + sedoheptulose 7-phosphate[c] --> ADP[c] + H+[c] + sedoheptulose 1,7-bisphosphate[c]
YALI0D16357g	YGR240C	y000886	phosphofructokinase	ATP[c] + D-fructose 6-phosphate[c] --> ADP[c] + D-fructose 1,6-bisphosphate[c] + H+[c]
YALI0D16753g	YGR243W	y000713	malate dehydrogenase	(S)-malate[m] + NAD[m] <=> H+[m] + NADH[m] + oxaloacetate[m]
YALI0D16753g	YGR243W	y000715	malate dehydrogenase, peroxisomal	(S)-malate[p] + NAD[p] <=> H+[p] + NADH[p] + oxaloacetate[p]
YALI0D16797g	YGR244C	y000013	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction	5-(methylsulfanyl)-2,3-dioxopentyl phosphate[c] + 3.0 H2O[c] --> 4-methylthio-2-oxobutanoate[c] + formate[c] + 6.0 H+[c] + phosphate[c]
YALI0D17050g	YGR247W	y000373	farnesyltranstransferase	farnesyl diphosphate[c] + isopentenyl diphosphate[c] --> geranylgeranyl diphosphate[c] + diphosphate[c]
YALI0D17072g	YGR248W	y000314	cytidine deaminase	cytidine[c] + H+[c] + H2O[c] --> ammonium[c] + uridine[c]
YALI0D17072g	YGR248W	y000329	deoxycytidine deaminase	deoxycytidine[c] + H+[c] + H2O[c] --> 2'-deoxyuridine[c] + ammonium[c]
YALI0D17402g	YGR254W	y000311	cystathionine gamma-synthase	L-cysteine[c] + O-acetyl-L-homoserine[c] --> acetate[c] + H+[c] + L-cystathionine[c]
YALI0D17402g	YGR254W	y200008	O-succinylhomoserine lyase (elimination)	O-succinyl-L-homoserine[c] --> 2-oxobutanoate[c] + ammonium[c] + succinate[c]
YALI0D17490g	YGR255C	y000226	ATP synthase	ADP[m] + 3.0 H+[c] + phosphate[m] --> ATP[m] + 2.0 H+[m] + H2O[m]
YALI0D17534g	YGR256W	y001053	triacylglycerol lipase	triglyceride[lp] + H2O[lp] --> fatty acid[lp] + diglyceride[lp] + H+[lp]
YALI0D17534g	YGR256W	y000009	1-acyl-sn-gylcerol-3-phosphate acyltransferase	acyl-CoA[lp] + 1-acyl-sn-glycerol 3-phosphate[lp] --> phosphatidate[lp] + coenzyme A[lp]
YALI0D17556g	YGR264C	y000291	cis-prenyltransferase step 11	isopentenyl diphosphate[lp] + tridecaprenyl diphosphate[lp] --> diphosphate[lp] + tetradecaprenyl diphosphate[lp]
YALI0D17556g	YGR264C	y000296	cis-prenyltransferase step 16	isopentenyl diphosphate[lp] + octadecaprenyl diphosphate[lp] --> diphosphate[lp] + nonadecaprenyl diphosphate[lp]
YALI0D17556g	YGR264C	y000286	cis-prenyltransferase step 06	isopentenyl diphosphate[lp] + octaprenyl diphosphate[lp] --> diphosphate[lp] + nonaprenyl diphosphate[lp]
YALI0D17556g	YGR264C	y000299	cis-prenyltransferase step 19	henicosaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] --> diphosphate[lp] + docosaprenyl diphosphate[lp]
YALI0D17556g	YGR264C	y000294	cis-prenyltransferase step 14	hexadecaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] <=> diphosphate[lp] + heptadecaprenyl diphosphate[lp]
YALI0D17556g	YGR264C	y000289	cis-prenyltransferase step 09	isopentenyl diphosphate[lp] + undecaprenyl diphosphate[lp] --> diphosphate[lp] + dodecaprenyl diphosphate[lp]
YALI0D17556g	YGR264C	y000284	cis-prenyltransferase step 04	hexaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] --> diphosphate[lp] + heptaprenyl diphosphate[lp]
YALI0D17556g	YGR264C	y000297	cis-prenyltransferase step 17	isopentenyl diphosphate[lp] + nonadecaprenyl diphosphate[lp] --> diphosphate[lp] + icosaprenyl diphosphate[lp]
YALI0D17556g	YGR264C	y000292	cis-prenyltransferase step 12	isopentenyl diphosphate[lp] + tetradecaprenyl diphosphate[lp] --> diphosphate[lp] + pentadecaprenyl diphosphate[lp]
YALI0D17556g	YGR264C	y000281	cis-prenyltransferase step 01	farnesyl diphosphate[lp] + isopentenyl diphosphate[lp] --> diphosphate[lp] + geranylgeranyl diphosphate[lp]
YALI0D17556g	YGR264C	y000287	cis-prenyltransferase step 07	isopentenyl diphosphate[lp] + nonaprenyl diphosphate[lp] --> decaprenyl diphosphate[lp] + diphosphate[lp]
YALI0D17556g	YGR264C	y000282	cis-prenyltransferase step 02	geranylgeranyl diphosphate[lp] + isopentenyl diphosphate[lp] --> diphosphate[lp] + pentaprenyl diphosphate[lp]
YALI0D17556g	YGR264C	y000295	cis-prenyltransferase step 15	heptadecaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] <=> diphosphate[lp] + octadecaprenyl diphosphate[lp]
YALI0D17556g	YGR264C	y000290	cis-prenyltransferase step 10	dodecaprenyl diphosphate[lp] + isopentenyl diphosphate[lp] --> diphosphate[lp] + tridecaprenyl diphosphate[lp]
